Site:,GorstenN2,6875,tonnes,118,days,2832,timesteps,,
3,4,4,3,85,9,mg,ug,ug,
Day,Time,A-Chem(fd)ug/d,A-Chem(fae)ug/d,A-FI(kg/d for farm),,,,,
#NAME?,1553,0,13368198,6076
#NAME?,1554,0,13368198,6076
#NAME?,1555,0,13368198,6076
#NAME?,1556,0,13368198,6076
#NAME?,1557,0,13368198,6076
#NAME?,1558,0,13368198,6076
#NAME?,1559,0,13368198,6076
#NAME?,1560,0,13368198,6076
#NAME?,1561,0,13113267,6076
#NAME?,1562,0,13113267,6076
#NAME?,1563,0,13113267,6076
#NAME?,1564,0,13113267,6076
#NAME?,1565,0,13113267,6076
#NAME?,1566,0,13113267,6076
#NAME?,1567,0,13113267,6076
#NAME?,1568,0,13113267,6076
#NAME?,1569,0,13113267,6076
#NAME?,1570,0,13113267,6076
#NAME?,1571,0,13113267,6076
#NAME?,1572,0,13113267,6076
#NAME?,1573,0,13113267,6076
#NAME?,1574,0,13113267,6076
#NAME?,1575,0,13113267,6076
#NAME?,1576,0,13113267,6076
#NAME?,1577,0,13113267,6076
#NAME?,1578,0,13113267,6076
#NAME?,1579,0,13113267,6076
#NAME?,1580,0,13113267,6076
#NAME?,1581,0,13113267,6076
#NAME?,1582,0,13113267,6076
#NAME?,1583,0,13113267,6076
#NAME?,1584,0,13113267,6076
#NAME?,1585,0,12863199,6076
#NAME?,1586,0,12863199,6076
#NAME?,1587,0,12863199,6076
#NAME?,1588,0,12863199,6076
#NAME?,1589,0,12863199,6076
#NAME?,1590,0,12863199,6076
#NAME?,1591,0,12863199,6076
#NAME?,1592,0,12863199,6076
#NAME?,1593,0,12863199,6076
#NAME?,1594,0,12863199,6076
#NAME?,1595,0,12863199,6076
#NAME?,1596,0,12863199,6076
#NAME?,1597,0,12863199,6076
#NAME?,1598,0,12863199,6076
#NAME?,1599,0,12863199,6076
#NAME?,1600,0,12863199,6076
#NAME?,1601,0,12863199,6076
#NAME?,1602,0,12863199,6076
#NAME?,1603,0,12863199,6076
#NAME?,1604,0,12863199,6076
#NAME?,1605,0,12863199,6076
#NAME?,1606,0,12863199,6076
#NAME?,1607,0,12863199,6076
#NAME?,1608,0,12863199,6076
#NAME?,1609,0,12617898,6076
#NAME?,1610,0,12617898,6076
#NAME?,1611,0,12617898,6076
#NAME?,1612,0,12617898,6076
#NAME?,1613,0,12617898,6076
#NAME?,1614,0,12617898,6076
#NAME?,1615,0,12617898,6076
#NAME?,1616,0,12617898,6076
#NAME?,1617,0,12617898,6076
#NAME?,1618,0,12617898,6076
#NAME?,1619,0,12617898,6076
#NAME?,1620,0,12617898,6076
#NAME?,1621,0,12617898,6076
#NAME?,1622,0,12617898,6076
#NAME?,1623,0,12617898,6076
#NAME?,1624,0,12617898,6076
#NAME?,1625,0,12617898,6076
#NAME?,1626,0,12617898,6076
#NAME?,1627,0,12617898,6076
#NAME?,1628,0,12617898,6076
#NAME?,1629,0,12617898,6076
#NAME?,1630,0,12617898,6076
#NAME?,1631,0,12617898,6076
#NAME?,1632,0,12617898,6076
#NAME?,1633,0,12377276,6076
#NAME?,1634,0,12377276,6076
#NAME?,1635,0,12377276,6076
#NAME?,1636,0,12377276,6076
#NAME?,1637,0,12377276,6076
#NAME?,1638,0,12377276,6076
#NAME?,1639,0,12377276,6076
#NAME?,1640,0,12377276,6076
#NAME?,1641,0,12377276,6076
#NAME?,1642,0,12377276,6076
#NAME?,1643,0,12377276,6076
#NAME?,1644,0,12377276,6076
#NAME?,1645,0,12377276,6076
#NAME?,1646,0,12377276,6076
#NAME?,1647,0,12377276,6076
#NAME?,1648,0,12377276,6076
#NAME?,1649,0,12377276,6076
#NAME?,1650,0,12377276,6076
#NAME?,1651,0,12377276,6076
#NAME?,1652,0,12377276,6076
#NAME?,1653,0,12377276,6076
#NAME?,1654,0,12377276,6076
#NAME?,1655,0,12377276,6076
#NAME?,1656,0,12377276,6076
#NAME?,1657,0,12141243,6076
#NAME?,1658,0,12141243,6076
#NAME?,1659,0,12141243,6076
#NAME?,1660,0,12141243,6076
#NAME?,1661,0,12141243,6076
#NAME?,1662,0,12141243,6076
#NAME?,1663,0,12141243,6076
#NAME?,1664,0,12141243,6076
#NAME?,1665,0,12141243,6076
#NAME?,1666,0,12141243,6076
#NAME?,1667,0,12141243,6076
#NAME?,1668,0,12141243,6076
#NAME?,1669,0,12141243,6076
#NAME?,1670,0,12141243,6076
#NAME?,1671,0,12141243,6076
#NAME?,1672,0,12141243,6076
#NAME?,1673,0,12141243,6076
#NAME?,1674,0,12141243,6076
#NAME?,1675,0,12141243,6076
#NAME?,1676,0,12141243,6076
#NAME?,1677,0,12141243,6076
#NAME?,1678,0,12141243,6076
#NAME?,1679,0,12141243,6076
#NAME?,1680,0,12141243,6076
#NAME?,1681,0,11909710,6076
#NAME?,1682,0,11909710,6076
#NAME?,1683,0,11909710,6076
#NAME?,1684,0,11909710,6076
#NAME?,1685,0,11909710,6076
#NAME?,1686,0,11909710,6076
#NAME?,1687,0,11909710,6076
#NAME?,1688,0,11909710,6076
#NAME?,1689,0,11909710,6076
#NAME?,1690,0,11909710,6076
#NAME?,1691,0,11909710,6076
#NAME?,1692,0,11909710,6076
#NAME?,1693,0,11909710,6076
#NAME?,1694,0,11909710,6076
#NAME?,1695,0,11909710,6076
#NAME?,1696,0,11909710,6076
#NAME?,1697,0,11909710,6076
#NAME?,1698,0,11909710,6076
#NAME?,1699,0,11909710,6076
#NAME?,1700,0,11909710,6076
#NAME?,1701,0,11909710,6076
#NAME?,1702,0,11909710,6076
#NAME?,1703,0,11909710,6076
#NAME?,1704,0,11909710,6076
#NAME?,1705,0,11682593,6076
#NAME?,1706,0,11682593,6076
#NAME?,1707,0,11682593,6076
#NAME?,1708,0,11682593,6076
#NAME?,1709,0,11682593,6076
#NAME?,1710,0,11682593,6076
#NAME?,1711,0,11682593,6076
#NAME?,1712,0,11682593,6076
#NAME?,1713,0,11682593,6076
#NAME?,1714,0,11682593,6076
#NAME?,1715,0,11682593,6076
#NAME?,1716,0,11682593,6076
#NAME?,1717,0,11682593,6076
#NAME?,1718,0,11682593,6076
#NAME?,1719,0,11682593,6076
#NAME?,1720,0,11682593,6076
#NAME?,1721,0,11682593,6076
#NAME?,1722,0,11682593,6076
#NAME?,1723,0,11682593,6076
#NAME?,1724,0,11682593,6076
#NAME?,1725,0,11682593,6076
#NAME?,1726,0,11682593,6076
#NAME?,1727,0,11682593,6076
#NAME?,1728,0,11682593,6076
#NAME?,1729,0,11459807,6076
#NAME?,1730,0,11459807,6076
#NAME?,1731,0,11459807,6076
#NAME?,1732,0,11459807,6076
#NAME?,1733,0,11459807,6076
#NAME?,1734,0,11459807,6076
#NAME?,1735,0,11459807,6076
#NAME?,1736,0,11459807,6076
#NAME?,1737,0,11459807,6076
#NAME?,1738,0,11459807,6076
#NAME?,1739,0,11459807,6076
#NAME?,1740,0,11459807,6076
#NAME?,1741,0,11459807,6076
#NAME?,1742,0,11459807,6076
#NAME?,1743,0,11459807,6076
#NAME?,1744,0,11459807,6076
#NAME?,1745,0,11459807,6076
#NAME?,1746,0,11459807,6076
#NAME?,1747,0,11459807,6076
#NAME?,1748,0,11459807,6076
#NAME?,1749,0,11459807,6076
#NAME?,1750,0,11459807,6076
#NAME?,1751,0,11459807,6076
#NAME?,1752,0,11459807,6076
#NAME?,1753,0,11241270,6076
#NAME?,1754,0,11241270,6076
#NAME?,1755,0,11241270,6076
#NAME?,1756,0,11241270,6076
#NAME?,1757,0,11241270,6076
#NAME?,1758,0,11241270,6076
#NAME?,1759,0,11241270,6076
#NAME?,1760,0,11241270,6076
#NAME?,1761,0,11241270,6076
#NAME?,1762,0,11241270,6076
#NAME?,1763,0,11241270,6076
#NAME?,1764,0,11241270,6076
#NAME?,1765,0,11241270,6076
#NAME?,1766,0,11241270,6076
#NAME?,1767,0,11241270,6076
#NAME?,1768,0,11241270,6076
#NAME?,1769,0,11241270,6076
#NAME?,1770,0,11241270,6076
#NAME?,1771,0,11241270,6076
#NAME?,1772,0,11241270,6076
#NAME?,1773,0,11241270,6076
#NAME?,1774,0,11241270,6076
#NAME?,1775,0,11241270,6076
#NAME?,1776,0,11241270,6076
#NAME?,1777,0,11026900,6076
#NAME?,1778,0,11026900,6076
#NAME?,1779,0,11026900,6076
#NAME?,1780,0,11026900,6076
#NAME?,1781,0,11026900,6076
#NAME?,1782,0,11026900,6076
#NAME?,1783,0,11026900,6076
#NAME?,1784,0,11026900,6076
#NAME?,1785,0,11026900,6076
#NAME?,1786,0,11026900,6076
#NAME?,1787,0,11026900,6076
#NAME?,1788,0,11026900,6076
#NAME?,1789,0,11026900,6076
#NAME?,1790,0,11026900,6076
#NAME?,1791,0,11026900,6076
#NAME?,1792,0,11026900,6076
#NAME?,1793,0,11026900,6076
#NAME?,1794,0,11026900,6076
#NAME?,1795,0,11026900,6076
#NAME?,1796,0,11026900,6076
#NAME?,1797,0,11026900,6076
#NAME?,1798,0,11026900,6076
#NAME?,1799,0,11026900,6076
#NAME?,1800,0,11026900,6076
#NAME?,1801,0,10816618,6076
#NAME?,1802,0,10816618,6076
#NAME?,1803,0,10816618,6076
#NAME?,1804,0,10816618,6076
#NAME?,1805,0,10816618,6076
#NAME?,1806,0,10816618,6076
#NAME?,1807,0,10816618,6076
#NAME?,1808,0,10816618,6076
#NAME?,1809,0,10816618,6076
#NAME?,1810,0,10816618,6076
#NAME?,1811,0,10816618,6076
#NAME?,1812,0,10816618,6076
#NAME?,1813,0,10816618,6076
#NAME?,1814,0,10816618,6076
#NAME?,1815,0,10816618,6076
#NAME?,1816,0,10816618,6076
#NAME?,1817,0,10816618,6076
#NAME?,1818,0,10816618,6076
#NAME?,1819,0,10816618,6076
#NAME?,1820,0,10816618,6076
#NAME?,1821,0,10816618,6076
#NAME?,1822,0,10816618,6076
#NAME?,1823,0,10816618,6076
#NAME?,1824,0,10816618,6076
#NAME?,1825,0,10610346,6076
#NAME?,1826,0,10610346,6076
#NAME?,1827,0,10610346,6076
#NAME?,1828,0,10610346,6076
#NAME?,1829,0,10610346,6076
#NAME?,1830,0,10610346,6076
#NAME?,1831,0,10610346,6076
#NAME?,1832,0,10610346,6076
#NAME?,1833,0,10610346,6076
#NAME?,1834,0,10610346,6076
#NAME?,1835,0,10610346,6076
#NAME?,1836,0,10610346,6076
#NAME?,1837,0,10610346,6076
#NAME?,1838,0,10610346,6076
#NAME?,1839,0,10610346,6076
#NAME?,1840,0,10610346,6076
#NAME?,1841,0,10610346,6076
#NAME?,1842,0,10610346,6076
#NAME?,1843,0,10610346,6076
#NAME?,1844,0,10610346,6076
#NAME?,1845,0,10610346,6076
#NAME?,1846,0,10610346,6076
#NAME?,1847,0,10610346,6076
#NAME?,1848,0,10610346,6076
#NAME?,1849,0,10408007,6076
#NAME?,1850,0,10408007,6076
#NAME?,1851,0,10408007,6076
#NAME?,1852,0,10408007,6076
#NAME?,1853,0,10408007,6076
#NAME?,1854,0,10408007,6076
#NAME?,1855,0,10408007,6076
#NAME?,1856,0,10408007,6076
#NAME?,1857,0,10408007,6076
#NAME?,1858,0,10408007,6076
#NAME?,1859,0,10408007,6076
#NAME?,1860,0,10408007,6076
#NAME?,1861,0,10408007,6076
#NAME?,1862,0,10408007,6076
#NAME?,1863,0,10408007,6076
#NAME?,1864,0,10408007,6076
#NAME?,1865,0,10408007,6076
#NAME?,1866,0,10408007,6076
#NAME?,1867,0,10408007,6076
#NAME?,1868,0,10408007,6076
#NAME?,1869,0,10408007,6076
#NAME?,1870,0,10408007,6076
#NAME?,1871,0,10408007,6076
#NAME?,1872,0,10408007,6076
#NAME?,1873,0,10209527,6076
#NAME?,1874,0,10209527,6076
#NAME?,1875,0,10209527,6076
#NAME?,1876,0,10209527,6076
#NAME?,1877,0,10209527,6076
#NAME?,1878,0,10209527,6076
#NAME?,1879,0,10209527,6076
#NAME?,1880,0,10209527,6076
#NAME?,1881,0,10209527,6076
#NAME?,1882,0,10209527,6076
#NAME?,1883,0,10209527,6076
#NAME?,1884,0,10209527,6076
#NAME?,1885,0,10209527,6076
#NAME?,1886,0,10209527,6076
#NAME?,1887,0,10209527,6076
#NAME?,1888,0,10209527,6076
#NAME?,1889,0,10209527,6076
#NAME?,1890,0,10209527,6076
#NAME?,1891,0,10209527,6076
#NAME?,1892,0,10209527,6076
#NAME?,1893,0,10209527,6076
#NAME?,1894,0,10209527,6076
#NAME?,1895,0,10209527,6076
#NAME?,1896,0,10209527,6076
#NAME?,1897,0,10014833,6076
#NAME?,1898,0,10014833,6076
#NAME?,1899,0,10014833,6076
#NAME?,1900,0,10014833,6076
#NAME?,1901,0,10014833,6076
#NAME?,1902,0,10014833,6076
#NAME?,1903,0,10014833,6076
#NAME?,1904,0,10014833,6076
#NAME?,1905,0,10014833,6076
#NAME?,1906,0,10014833,6076
#NAME?,1907,0,10014833,6076
#NAME?,1908,0,10014833,6076
#NAME?,1909,0,10014833,6076
#NAME?,1910,0,10014833,6076
#NAME?,1911,0,10014833,6076
#NAME?,1912,0,10014833,6076
#NAME?,1913,0,10014833,6076
#NAME?,1914,0,10014833,6076
#NAME?,1915,0,10014833,6076
#NAME?,1916,0,10014833,6076
#NAME?,1917,0,10014833,6076
#NAME?,1918,0,10014833,6076
#NAME?,1919,0,10014833,6076
#NAME?,1920,0,10014833,6076
#NAME?,1921,0,9823851,6076
#NAME?,1922,0,9823851,6076
#NAME?,1923,0,9823851,6076
#NAME?,1924,0,9823851,6076
#NAME?,1925,0,9823851,6076
#NAME?,1926,0,9823851,6076
#NAME?,1927,0,9823851,6076
#NAME?,1928,0,9823851,6076
#NAME?,1929,0,9823851,6076
#NAME?,1930,0,9823851,6076
#NAME?,1931,0,9823851,6076
#NAME?,1932,0,9823851,6076
#NAME?,1933,0,9823851,6076
#NAME?,1934,0,9823851,6076
#NAME?,1935,0,9823851,6076
#NAME?,1936,0,9823851,6076
#NAME?,1937,0,9823851,6076
#NAME?,1938,0,9823851,6076
#NAME?,1939,0,9823851,6076
#NAME?,1940,0,9823851,6076
#NAME?,1941,0,9823851,6076
#NAME?,1942,0,9823851,6076
#NAME?,1943,0,9823851,6076
#NAME?,1944,0,9823851,6076
#NAME?,1945,0,9636511,6076
#NAME?,1946,0,9636511,6076
#NAME?,1947,0,9636511,6076
#NAME?,1948,0,9636511,6076
#NAME?,1949,0,9636511,6076
#NAME?,1950,0,9636511,6076
#NAME?,1951,0,9636511,6076
#NAME?,1952,0,9636511,6076
#NAME?,1953,0,9636511,6076
#NAME?,1954,0,9636511,6076
#NAME?,1955,0,9636511,6076
#NAME?,1956,0,9636511,6076
#NAME?,1957,0,9636511,6076
#NAME?,1958,0,9636511,6076
#NAME?,1959,0,9636511,6076
#NAME?,1960,0,9636511,6076
#NAME?,1961,0,9636511,6076
#NAME?,1962,0,9636511,6076
#NAME?,1963,0,9636511,6076
#NAME?,1964,0,9636511,6076
#NAME?,1965,0,9636511,6076
#NAME?,1966,0,9636511,6076
#NAME?,1967,0,9636511,6076
#NAME?,1968,0,9636511,6076
#NAME?,1969,0,9452743,6076
#NAME?,1970,0,9452743,6076
#NAME?,1971,0,9452743,6076
#NAME?,1972,0,9452743,6076
#NAME?,1973,0,9452743,6076
#NAME?,1974,0,9452743,6076
#NAME?,1975,0,9452743,6076
#NAME?,1976,0,9452743,6076
#NAME?,1977,0,9452743,6076
#NAME?,1978,0,9452743,6076
#NAME?,1979,0,9452743,6076
#NAME?,1980,0,9452743,6076
#NAME?,1981,0,9452743,6076
#NAME?,1982,0,9452743,6076
#NAME?,1983,0,9452743,6076
#NAME?,1984,0,9452743,6076
#NAME?,1985,0,9452743,6076
#NAME?,1986,0,9452743,6076
#NAME?,1987,0,9452743,6076
#NAME?,1988,0,9452743,6076
#NAME?,1989,0,9452743,6076
#NAME?,1990,0,9452743,6076
#NAME?,1991,0,9452743,6076
#NAME?,1992,0,9452743,6076
#NAME?,1993,0,9272480,6076
#NAME?,1994,0,9272480,6076
#NAME?,1995,0,9272480,6076
#NAME?,1996,0,9272480,6076
#NAME?,1997,0,9272480,6076
#NAME?,1998,0,9272480,6076
#NAME?,1999,0,9272480,6076
#NAME?,2000,0,9272480,6076
#NAME?,2001,0,9272480,6076
#NAME?,2002,0,9272480,6076
#NAME?,2003,0,9272480,6076
#NAME?,2004,0,9272480,6076
#NAME?,2005,0,9272480,6076
#NAME?,2006,0,9272480,6076
#NAME?,2007,0,9272480,6076
#NAME?,2008,0,9272480,6076
#NAME?,2009,0,9272480,6076
#NAME?,2010,0,9272480,6076
#NAME?,2011,0,9272480,6076
#NAME?,2012,0,9272480,6076
#NAME?,2013,0,9272480,6076
#NAME?,2014,0,9272480,6076
#NAME?,2015,0,9272480,6076
#NAME?,2016,0,9272480,6076
#NAME?,2017,0,9095655,6076
#NAME?,2018,0,9095655,6076
#NAME?,2019,0,9095655,6076
#NAME?,2020,0,9095655,6076
#NAME?,2021,0,9095655,6076
#NAME?,2022,0,9095655,6076
#NAME?,2023,0,9095655,6076
#NAME?,2024,0,9095655,6076
#NAME?,2025,0,9095655,6076
#NAME?,2026,0,9095655,6076
#NAME?,2027,0,9095655,6076
#NAME?,2028,0,9095655,6076
#NAME?,2029,0,9095655,6076
#NAME?,2030,0,9095655,6076
#NAME?,2031,0,9095655,6076
#NAME?,2032,0,9095655,6076
#NAME?,2033,0,9095655,6076
#NAME?,2034,0,9095655,6076
#NAME?,2035,0,9095655,6076
#NAME?,2036,0,9095655,6076
#NAME?,2037,0,9095655,6076
#NAME?,2038,0,9095655,6076
#NAME?,2039,0,9095655,6076
#NAME?,2040,0,9095655,6076
#NAME?,2041,0,8922202,6076
#NAME?,2042,0,8922202,6076
#NAME?,2043,0,8922202,6076
#NAME?,2044,0,8922202,6076
#NAME?,2045,0,8922202,6076
#NAME?,2046,0,8922202,6076
#NAME?,2047,0,8922202,6076
#NAME?,2048,0,8922202,6076
#NAME?,2049,0,8922202,6076
#NAME?,2050,0,8922202,6076
#NAME?,2051,0,8922202,6076
#NAME?,2052,0,8922202,6076
#NAME?,2053,0,8922202,6076
#NAME?,2054,0,8922202,6076
#NAME?,2055,0,8922202,6076
#NAME?,2056,0,8922202,6076
#NAME?,2057,0,8922202,6076
#NAME?,2058,0,8922202,6076
#NAME?,2059,0,8922202,6076
#NAME?,2060,0,8922202,6076
#NAME?,2061,0,8922202,6076
#NAME?,2062,0,8922202,6076
#NAME?,2063,0,8922202,6076
#NAME?,2064,0,8922202,6076
#NAME?,2065,0,8752056,6076
#NAME?,2066,0,8752056,6076
#NAME?,2067,0,8752056,6076
#NAME?,2068,0,8752056,6076
#NAME?,2069,0,8752056,6076
#NAME?,2070,0,8752056,6076
#NAME?,2071,0,8752056,6076
#NAME?,2072,0,8752056,6076
#NAME?,2073,0,8752056,6076
#NAME?,2074,0,8752056,6076
#NAME?,2075,0,8752056,6076
#NAME?,2076,0,8752056,6076
#NAME?,2077,0,8752056,6076
#NAME?,2078,0,8752056,6076
#NAME?,2079,0,8752056,6076
#NAME?,2080,0,8752056,6076
#NAME?,2081,0,8752056,6076
#NAME?,2082,0,8752056,6076
#NAME?,2083,0,8752056,6076
#NAME?,2084,0,8752056,6076
#NAME?,2085,0,8752056,6076
#NAME?,2086,0,8752056,6076
#NAME?,2087,0,8752056,6076
#NAME?,2088,0,8752056,6076
#NAME?,2089,0,8585155,6076
#NAME?,2090,0,8585155,6076
#NAME?,2091,0,8585155,6076
#NAME?,2092,0,8585155,6076
#NAME?,2093,0,8585155,6076
#NAME?,2094,0,8585155,6076
#NAME?,2095,0,8585155,6076
#NAME?,2096,0,8585155,6076
#NAME?,2097,0,8585155,6076
#NAME?,2098,0,8585155,6076
#NAME?,2099,0,8585155,6076
#NAME?,2100,0,8585155,6076
#NAME?,2101,0,8585155,6076
#NAME?,2102,0,8585155,6076
#NAME?,2103,0,8585155,6076
#NAME?,2104,0,8585155,6076
#NAME?,2105,0,8585155,6076
#NAME?,2106,0,8585155,6076
#NAME?,2107,0,8585155,6076
#NAME?,2108,0,8585155,6076
#NAME?,2109,0,8585155,6076
#NAME?,2110,0,8585155,6076
#NAME?,2111,0,8585155,6076
#NAME?,2112,0,8585155,6076
#NAME?,2113,0,8421437,6076
#NAME?,2114,0,8421437,6076
#NAME?,2115,0,8421437,6076
#NAME?,2116,0,8421437,6076
#NAME?,2117,0,8421437,6076
#NAME?,2118,0,8421437,6076
#NAME?,2119,0,8421437,6076
#NAME?,2120,0,8421437,6076
#NAME?,2121,0,8421437,6076
#NAME?,2122,0,8421437,6076
#NAME?,2123,0,8421437,6076
#NAME?,2124,0,8421437,6076
#NAME?,2125,0,8421437,6076
#NAME?,2126,0,8421437,6076
#NAME?,2127,0,8421437,6076
#NAME?,2128,0,8421437,6076
#NAME?,2129,0,8421437,6076
#NAME?,2130,0,8421437,6076
#NAME?,2131,0,8421437,6076
#NAME?,2132,0,8421437,6076
#NAME?,2133,0,8421437,6076
#NAME?,2134,0,8421437,6076
#NAME?,2135,0,8421437,6076
#NAME?,2136,0,8421437,6076
#NAME?,2137,0,8260841,6076
#NAME?,2138,0,8260841,6076
#NAME?,2139,0,8260841,6076
#NAME?,2140,0,8260841,6076
#NAME?,2141,0,8260841,6076
#NAME?,2142,0,8260841,6076
#NAME?,2143,0,8260841,6076
#NAME?,2144,0,8260841,6076
#NAME?,2145,0,8260841,6076
#NAME?,2146,0,8260841,6076
#NAME?,2147,0,8260841,6076
#NAME?,2148,0,8260841,6076
#NAME?,2149,0,8260841,6076
#NAME?,2150,0,8260841,6076
#NAME?,2151,0,8260841,6076
#NAME?,2152,0,8260841,6076
#NAME?,2153,0,8260841,6076
#NAME?,2154,0,8260841,6076
#NAME?,2155,0,8260841,6076
#NAME?,2156,0,8260841,6076
#NAME?,2157,0,8260841,6076
#NAME?,2158,0,8260841,6076
#NAME?,2159,0,8260841,6076
#NAME?,2160,0,8260841,6076
#NAME?,2161,0,8103307,6076
#NAME?,2162,0,8103307,6076
#NAME?,2163,0,8103307,6076
#NAME?,2164,0,8103307,6076
#NAME?,2165,0,8103307,6076
#NAME?,2166,0,8103307,6076
#NAME?,2167,0,8103307,6076
#NAME?,2168,0,8103307,6076
#NAME?,2169,0,8103307,6076
#NAME?,2170,0,8103307,6076
#NAME?,2171,0,8103307,6076
#NAME?,2172,0,8103307,6076
#NAME?,2173,0,8103307,6076
#NAME?,2174,0,8103307,6076
#NAME?,2175,0,8103307,6076
#NAME?,2176,0,8103307,6076
#NAME?,2177,0,8103307,6076
#NAME?,2178,0,8103307,6076
#NAME?,2179,0,8103307,6076
#NAME?,2180,0,8103307,6076
#NAME?,2181,0,8103307,6076
#NAME?,2182,0,8103307,6076
#NAME?,2183,0,8103307,6076
#NAME?,2184,0,8103307,6076
#NAME?,2185,0,7948778,6076
#NAME?,2186,0,7948778,6076
#NAME?,2187,0,7948778,6076
#NAME?,2188,0,7948778,6076
#NAME?,2189,0,7948778,6076
#NAME?,2190,0,7948778,6076
#NAME?,2191,0,7948778,6076
#NAME?,2192,0,7948778,6076
#NAME?,2193,0,7948778,6076
#NAME?,2194,0,7948778,6076
#NAME?,2195,0,7948778,6076
#NAME?,2196,0,7948778,6076
#NAME?,2197,0,7948778,6076
#NAME?,2198,0,7948778,6076
#NAME?,2199,0,7948778,6076
#NAME?,2200,0,7948778,6076
#NAME?,2201,0,7948778,6076
#NAME?,2202,0,7948778,6076
#NAME?,2203,0,7948778,6076
#NAME?,2204,0,7948778,6076
#NAME?,2205,0,7948778,6076
#NAME?,2206,0,7948778,6076
#NAME?,2207,0,7948778,6076
#NAME?,2208,0,7948778,6076
#NAME?,2209,0,7797195,6076
#NAME?,2210,0,7797195,6076
#NAME?,2211,0,7797195,6076
#NAME?,2212,0,7797195,6076
#NAME?,2213,0,7797195,6076
#NAME?,2214,0,7797195,6076
#NAME?,2215,0,7797195,6076
#NAME?,2216,0,7797195,6076
#NAME?,2217,0,7797195,6076
#NAME?,2218,0,7797195,6076
#NAME?,2219,0,7797195,6076
#NAME?,2220,0,7797195,6076
#NAME?,2221,0,7797195,6076
#NAME?,2222,0,7797195,6076
#NAME?,2223,0,7797195,6076
#NAME?,2224,0,7797195,6076
#NAME?,2225,0,7797195,6076
#NAME?,2226,0,7797195,6076
#NAME?,2227,0,7797195,6076
#NAME?,2228,0,7797195,6076
#NAME?,2229,0,7797195,6076
#NAME?,2230,0,7797195,6076
#NAME?,2231,0,7797195,6076
#NAME?,2232,0,7797195,6076
#NAME?,2233,0,7648504,6076
#NAME?,2234,0,7648504,6076
#NAME?,2235,0,7648504,6076
#NAME?,2236,0,7648504,6076
#NAME?,2237,0,7648504,6076
#NAME?,2238,0,7648504,6076
#NAME?,2239,0,7648504,6076
#NAME?,2240,0,7648504,6076
#NAME?,2241,0,7648504,6076
#NAME?,2242,0,7648504,6076
#NAME?,2243,0,7648504,6076
#NAME?,2244,0,7648504,6076
#NAME?,2245,0,7648504,6076
#NAME?,2246,0,7648504,6076
#NAME?,2247,0,7648504,6076
#NAME?,2248,0,7648504,6076
#NAME?,2249,0,7648504,6076
#NAME?,2250,0,7648504,6076
#NAME?,2251,0,7648504,6076
#NAME?,2252,0,7648504,6076
#NAME?,2253,0,7648504,6076
#NAME?,2254,0,7648504,6076
#NAME?,2255,0,7648504,6076
#NAME?,2256,0,7648504,6076
#NAME?,2257,0,7502647,6076
#NAME?,2258,0,7502647,6076
#NAME?,2259,0,7502647,6076
#NAME?,2260,0,7502647,6076
#NAME?,2261,0,7502647,6076
#NAME?,2262,0,7502647,6076
#NAME?,2263,0,7502647,6076
#NAME?,2264,0,7502647,6076
#NAME?,2265,0,7502647,6076
#NAME?,2266,0,7502647,6076
#NAME?,2267,0,7502647,6076
#NAME?,2268,0,7502647,6076
#NAME?,2269,0,7502647,6076
#NAME?,2270,0,7502647,6076
#NAME?,2271,0,7502647,6076
#NAME?,2272,0,7502647,6076
#NAME?,2273,0,7502647,6076
#NAME?,2274,0,7502647,6076
#NAME?,2275,0,7502647,6076
#NAME?,2276,0,7502647,6076
#NAME?,2277,0,7502647,6076
#NAME?,2278,0,7502647,6076
#NAME?,2279,0,7502647,6076
#NAME?,2280,0,7502647,6076
#NAME?,2281,0,7359572,6076
#NAME?,2282,0,7359572,6076
#NAME?,2283,0,7359572,6076
#NAME?,2284,0,7359572,6076
#NAME?,2285,0,7359572,6076
#NAME?,2286,0,7359572,6076
#NAME?,2287,0,7359572,6076
#NAME?,2288,0,7359572,6076
#NAME?,2289,0,7359572,6076
#NAME?,2290,0,7359572,6076
#NAME?,2291,0,7359572,6076
#NAME?,2292,0,7359572,6076
#NAME?,2293,0,7359572,6076
#NAME?,2294,0,7359572,6076
#NAME?,2295,0,7359572,6076
#NAME?,2296,0,7359572,6076
#NAME?,2297,0,7359572,6076
#NAME?,2298,0,7359572,6076
#NAME?,2299,0,7359572,6076
#NAME?,2300,0,7359572,6076
#NAME?,2301,0,7359572,6076
#NAME?,2302,0,7359572,6076
#NAME?,2303,0,7359572,6076
#NAME?,2304,0,7359572,6076
#NAME?,2305,0,7219226,6076
#NAME?,2306,0,7219226,6076
#NAME?,2307,0,7219226,6076
#NAME?,2308,0,7219226,6076
#NAME?,2309,0,7219226,6076
#NAME?,2310,0,7219226,6076
#NAME?,2311,0,7219226,6076
#NAME?,2312,0,7219226,6076
#NAME?,2313,0,7219226,6076
#NAME?,2314,0,7219226,6076
#NAME?,2315,0,7219226,6076
#NAME?,2316,0,7219226,6076
#NAME?,2317,0,7219226,6076
#NAME?,2318,0,7219226,6076
#NAME?,2319,0,7219226,6076
#NAME?,2320,0,7219226,6076
#NAME?,2321,0,7219226,6076
#NAME?,2322,0,7219226,6076
#NAME?,2323,0,7219226,6076
